Organization,CanteenCode,Date,Students,Staff,OtherGuests,Total,EnrolledStudents,Comments
Sala kommun,20,2014-01-12,,,,,,
Sala kommun,20,2014-01-13,45,10,,55,,
Sala kommun,20,2014-01-14,45,10,,55,,
Sala kommun,20,2014-01-15,43,11,,54,,
Sala kommun,20,2014-01-16,49,11,,60,,
Sala kommun,20,2014-01-17,,,,,,
Sala kommun,20,2014-01-18,,,,,,
Sala kommun,20,2014-01-19,,,,,,
Sala kommun,20,2014-01-20,42,10,,52,,
Sala kommun,20,2014-01-21,44,10,,54,,
Sala kommun,20,2014-01-22,49,10,,59,,
Sala kommun,20,2014-01-23,45,10,,55,,
Sala kommun,20,2014-01-24,46,10,,56,,
Sala kommun,20,2014-01-25,,,,,,
Sala kommun,20,2014-01-26,,,,,,
Sala kommun,20,2014-01-27,46,10,,56,,
Sala kommun,20,2014-01-28,48,11,,59,,
Sala kommun,20,2014-01-29,40,11,,51,,
Sala kommun,20,2014-01-30,38,10,,48,,
Sala kommun,20,2014-01-31,41,11,,52,,
Sala kommun,20,2014-02-01,,,,,,
Sala kommun,20,2014-02-02,,,,,,
Sala kommun,20,2014-02-03,43,12,,55,,
Sala kommun,20,2014-02-04,45,12,,57,,
Sala kommun,20,2014-02-05,45,11,,56,,
Sala kommun,20,2014-02-06,46,12,,58,,
Sala kommun,20,2014-02-07,42,12,,54,,
Sala kommun,20,2014-02-08,,,,,,
Sala kommun,20,2014-02-09,,,,,,
Sala kommun,20,2014-02-10,40,11,,51,,
Sala kommun,20,2014-02-11,47,11,,58,,
Sala kommun,20,2014-02-12,41,10,,51,,
Sala kommun,20,2014-02-13,45,11,,56,,
Sala kommun,20,2014-02-14,42,11,,53,,
Sala kommun,20,2014-02-15,,,,,,
Sala kommun,20,2014-02-16,,,,,,
Sala kommun,20,2014-02-17,40,11,,51,,
Sala kommun,20,2014-02-18,37,12,,49,,
Sala kommun,20,2014-02-19,41,10,,51,,
Sala kommun,20,2014-02-20,42,11,,53,,
Sala kommun,20,2014-02-21,37,10,,47,,
Sala kommun,20,2014-02-22,,,,,,
Sala kommun,20,2014-02-23,,,,,,
Sala kommun,20,2014-02-24,35,10,,45,,
Sala kommun,20,2014-02-25,32,10,,42,,
Sala kommun,20,2014-02-26,30,9,,39,,
Sala kommun,20,2014-02-27,30,10,,40,,
Sala kommun,20,2014-02-28,27,10,,37,,
Sala kommun,20,2014-03-01,,,,,,
Sala kommun,20,2014-03-02,,,,,,
Sala kommun,20,2014-03-03,41,11,,52,,
Sala kommun,20,2014-03-04,45,12,,57,,
Sala kommun,20,2014-03-05,44,11,,55,,
Sala kommun,20,2014-03-06,44,11,,55,,
Sala kommun,20,2014-03-07,39,10,,49,,
Sala kommun,20,2014-03-08,,,,,,
Sala kommun,20,2014-03-09,,,,,,
Sala kommun,20,2014-03-10,40,9,,49,,
Sala kommun,20,2014-03-11,42,10,,52,,
Sala kommun,20,2014-03-12,41,13,,54,,
Sala kommun,20,2014-03-13,45,12,,57,,
Sala kommun,20,2014-03-14,39,11,,50,,
Sala kommun,20,2014-03-15,,,,,,
Sala kommun,20,2014-03-16,,,,,,
Sala kommun,20,2014-03-17,41,12,,53,,
Sala kommun,20,2014-03-18,42,11,,53,,
Sala kommun,20,2014-03-19,45,12,,57,,
Sala kommun,20,2014-03-20,42,11,,53,,
Sala kommun,20,2014-03-21,38,8,,46,,
Sala kommun,20,2014-03-22,,,,,,
Sala kommun,20,2014-03-23,,,,,,
Sala kommun,20,2014-03-24,42,10,,52,,
Sala kommun,20,2014-03-25,46,10,,56,,
Sala kommun,20,2014-03-26,41,10,,51,,
Sala kommun,20,2014-03-27,38,10,,48,,
Sala kommun,20,2014-03-28,28,10,,38,,
Sala kommun,20,2014-03-29,,,,,,
Sala kommun,20,2014-03-30,,,,,,
Sala kommun,20,2014-03-31,,,,,,
Sala kommun,20,2014-04-01,39,10,,49,,
Sala kommun,20,2014-04-02,35,9,,44,,
Sala kommun,20,2014-04-03,41,10,,51,,
Sala kommun,20,2014-04-04,44,10,,54,,
Sala kommun,20,2014-04-05,,,,,,
Sala kommun,20,2014-04-06,,,,,,
Sala kommun,20,2014-04-07,41,12,,53,,
Sala kommun,20,2014-04-08,40,11,,51,,
Sala kommun,20,2014-04-09,41,11,,52,,
Sala kommun,20,2014-04-10,39,12,,51,,
Sala kommun,20,2014-04-11,36,12,,48,,
Sala kommun,20,2014-04-12,,,,,,
Sala kommun,20,2014-04-13,,,,,,
Sala kommun,20,2014-04-14,32,10,,42,,
Sala kommun,20,2014-04-15,37,10,,47,,
Sala kommun,20,2014-04-16,25,8,,33,,
Sala kommun,20,2014-04-17,27,10,,37,,
Sala kommun,20,2014-04-18,,,,,,
Sala kommun,20,2014-04-19,,,,,,
Sala kommun,20,2014-04-20,,,,,,
Sala kommun,20,2014-04-21,,,,,,
Sala kommun,20,2014-04-22,42,10,,52,,
Sala kommun,20,2014-04-23,46,10,,56,,
Sala kommun,20,2014-04-24,43,10,,53,,
Sala kommun,20,2014-04-25,32,10,,42,,
Sala kommun,20,2014-04-26,,,,,,
Sala kommun,20,2014-04-27,,,,,,
Sala kommun,20,2014-04-28,38,10,,48,,
Sala kommun,20,2014-04-29,42,10,,52,,
Sala kommun,20,2014-04-30,43,10,,53,,
Sala kommun,20,2014-05-01,28,6,,34,,
Sala kommun,20,2014-05-02,,,,,,
Sala kommun,20,2014-05-03,,,,,,
Sala kommun,20,2014-05-04,38,10,,48,,
Sala kommun,20,2014-05-05,46,11,,57,,
Sala kommun,20,2014-05-06,48,11,,59,,
Sala kommun,20,2014-05-07,42,11,,53,,
Sala kommun,20,2014-05-08,45,10,,55,,
Sala kommun,20,2014-05-09,,,,,,
Sala kommun,20,2014-05-10,,,,,,
Sala kommun,20,2014-05-11,40,12,,52,,
Sala kommun,20,2014-05-12,45,12,,57,,
Sala kommun,20,2014-05-13,46,11,,57,,
Sala kommun,20,2014-05-14,42,11,,53,,
Sala kommun,20,2014-05-15,42,11,,53,,
Sala kommun,20,2014-05-16,,,,,,
Sala kommun,20,2014-05-17,,,,,,
Sala kommun,20,2014-05-18,38,11,,49,,
Sala kommun,20,2014-05-19,45,11,,56,,
Sala kommun,20,2014-05-20,45,10,,55,,
Sala kommun,20,2014-05-21,43,11,,54,,
Sala kommun,20,2014-05-22,36,11,,47,,
Sala kommun,20,2014-05-23,,,,,,
Sala kommun,20,2014-05-24,,,,,,
Sala kommun,20,2014-05-25,42,11,,53,,
Sala kommun,20,2014-05-26,46,11,,57,,
Sala kommun,20,2014-05-27,,,,,,
Sala kommun,20,2014-05-28,,,,,,
Sala kommun,20,2014-05-29,15,10,,25,,
Sala kommun,20,2014-05-30,,,,,,
Sala kommun,20,2014-05-31,,,,,,
Sala kommun,20,2014-06-01,,,,,,
Sala kommun,20,2014-06-02,42,11,,53,,
Sala kommun,20,2014-06-03,49,11,,60,,
Sala kommun,20,2014-06-04,39,10,,49,,
Sala kommun,20,2014-06-05,36,11,,47,,
Sala kommun,20,2014-06-06,,,,,,
Sala kommun,20,2014-06-07,,,,,,
Sala kommun,20,2014-06-08,,,,,,
Sala kommun,20,2014-06-09,36,10,,46,,
Sala kommun,20,2014-06-10,43,10,,53,,
Sala kommun,20,2014-06-11,42,10,,52,,
Sala kommun,20,2014-06-12,38,10,,48,,
Sala kommun,20,2014-06-13,31,9,,40,,
Sala kommun,20,2014-06-14,,,,,,
Sala kommun,20,2014-06-15,,,,,,
Sala kommun,20,2014-06-16,36,10,,46,,
Sala kommun,20,2014-06-17,32,10,,42,,
Sala kommun,20,2014-06-18,30,8,,38,,
Sala kommun,20,2014-06-19,23,8,,31,,
Sala kommun,20,2014-06-20,,,,,,
Sala kommun,20,2014-06-21,,,,,,
Sala kommun,20,2014-06-22,,,,,,
Sala kommun,20,2014-06-23,24,7,,31,,
Sala kommun,20,2014-06-24,27,9,,36,,
Sala kommun,20,2014-06-25,28,10,,38,,
Sala kommun,20,2014-06-26,30,11,,41,,
Sala kommun,20,2014-06-27,26,10,,36,,
Sala kommun,20,2014-06-28,,,,,,
Sala kommun,20,2014-06-29,,,,,,
Sala kommun,20,2014-06-30,24,8,,32,,
Sala kommun,20,2014-07-01,19,10,,29,,
Sala kommun,20,2014-07-02,25,5,,30,,
Sala kommun,20,2014-07-03,15,9,,24,,
Sala kommun,20,2014-07-04,16,11,,27,,
Sala kommun,20,2014-07-05,,,,,,
Sala kommun,20,2014-07-06,,,,,,
Sala kommun,20,2014-07-07,28,9,,37,,
Sala kommun,20,2014-07-08,23,9,,32,,
Sala kommun,20,2014-07-09,27,11,,38,,
Sala kommun,20,2014-07-10,31,11,,42,,
Sala kommun,20,2014-07-11,25,10,,35,,
Sala kommun,20,2014-07-12,,,,,,
Sala kommun,20,2014-07-13,,,,,,
Sala kommun,20,2014-07-14,18,8,,26,,
Sala kommun,20,2014-07-15,26,8,,34,,
Sala kommun,20,2014-07-16,23,6,,29,,
Sala kommun,20,2014-07-17,22,7,,29,,
Sala kommun,20,2014-07-18,14,7,,21,,
Sala kommun,20,2014-07-19,,,,,,
Sala kommun,20,2014-07-20,,,,,,
Sala kommun,20,2014-07-21,16,6,,22,,
Sala kommun,20,2014-07-22,14,6,,20,,
Sala kommun,20,2014-07-23,11,5,,16,,
Sala kommun,20,2014-07-24,13,6,,19,,
Sala kommun,20,2014-07-25,13,4,,17,,
Sala kommun,20,2014-07-26,,,,,,
Sala kommun,20,2014-07-27,,,,,,
Sala kommun,20,2014-07-28,22,5,,27,,
Sala kommun,20,2014-07-29,16,6,,22,,
Sala kommun,20,2014-07-30,15,6,,21,,
Sala kommun,20,2014-07-31,13,7,,20,,
Sala kommun,20,2014-08-01,15,6,,21,,
Sala kommun,20,2014-08-02,,,,,,
Sala kommun,20,2014-08-03,,,,,,
Sala kommun,20,2014-08-04,12,6,,18,,
Sala kommun,20,2014-08-05,12,6,,18,,
Sala kommun,20,2014-08-06,12,6,,18,,
Sala kommun,20,2014-08-07,11,5,,16,,
Sala kommun,20,2014-08-08,8,4,,12,,
Sala kommun,20,2014-08-09,,,,,,
Sala kommun,20,2014-08-10,,,,,,
Sala kommun,20,2014-08-11,25,9,,34,,
Sala kommun,20,2014-08-12,17,9,,26,,
Sala kommun,20,2014-08-13,21,9,,30,,
Sala kommun,20,2014-08-14,18,9,,27,,
Sala kommun,20,2014-08-15,18,8,,26,,
Sala kommun,20,2014-08-16,,,,,,
Sala kommun,20,2014-08-17,,,,,,
Sala kommun,20,2014-08-18,28,10,,38,,
Sala kommun,20,2014-08-19,38,17,,55,,
Sala kommun,20,2014-08-20,38,12,,50,,
Sala kommun,20,2014-08-21,40,15,,55,,
Sala kommun,20,2014-08-22,35,11,,46,,
Sala kommun,20,2014-08-23,,,,,,
Sala kommun,20,2014-08-24,,,,,,
Sala kommun,20,2014-08-25,39,10,,49,,
Sala kommun,20,2014-08-26,41,12,,53,,
Sala kommun,20,2014-08-27,37,12,,49,,
Sala kommun,20,2014-08-28,39,8,,47,,
Sala kommun,20,2014-08-29,0,10,,10,,
Sala kommun,20,2014-08-30,,,,,,
Sala kommun,20,2014-08-31,,,,,,
Sala kommun,20,2014-09-01,32,9,,41,,
Sala kommun,20,2014-09-02,42,10,,52,,
Sala kommun,20,2014-09-03,37,9,,46,,
Sala kommun,20,2014-09-04,36,9,,45,,
Sala kommun,20,2014-09-05,36,9,,45,,
Sala kommun,20,2014-09-06,,,,,,
Sala kommun,20,2014-09-07,,,,,,
Sala kommun,20,2014-09-08,37,9,,46,,
Sala kommun,20,2014-09-09,42,9,,51,,
Sala kommun,20,2014-09-10,37,12,,49,,
Sala kommun,20,2014-09-11,40,11,,51,,
Sala kommun,20,2014-09-12,36,9,,45,,
Sala kommun,20,2014-09-13,,,,,,
Sala kommun,20,2014-09-14,,,,,,
Sala kommun,20,2014-09-15,36,9,,45,,
Sala kommun,20,2014-09-16,39,9,,48,,
Sala kommun,20,2014-09-17,43,11,,54,,
Sala kommun,20,2014-09-18,43,10,,53,,
Sala kommun,20,2014-09-19,42,9,,51,,
Sala kommun,20,2014-09-20,,,,,,
Sala kommun,20,2014-09-21,,,,,,
Sala kommun,20,2014-09-22,38,9,,47,,
Sala kommun,20,2014-09-23,40,9,,49,,
Sala kommun,20,2014-09-24,39,10,,49,,
Sala kommun,20,2014-09-25,41,10,,51,,
Sala kommun,20,2014-09-26,36,10,,46,,
Sala kommun,20,2014-09-27,,,,,,
Sala kommun,20,2014-09-28,,,,,,
Sala kommun,20,2014-09-29,38,10,,48,,
Sala kommun,20,2014-09-30,44,11,,55,,
Sala kommun,20,2014-10-01,44,11,,55,,
Sala kommun,20,2014-10-02,38,10,,48,,
Sala kommun,20,2014-10-03,40,13,,53,,
Sala kommun,20,2014-10-04,,,,,,
Sala kommun,20,2014-10-05,,,,,,
Sala kommun,20,2014-10-06,46,11,,57,,
Sala kommun,20,2014-10-07,47,11,,58,,
Sala kommun,20,2014-10-08,50,10,,60,,
Sala kommun,20,2014-10-09,46,10,,56,,
Sala kommun,20,2014-10-10,40,10,,50,,
Sala kommun,20,2014-10-11,,,,,,
Sala kommun,20,2014-10-12,,,,,,
Sala kommun,20,2014-10-13,48,10,,58,,
Sala kommun,20,2014-10-14,50,11,,61,,
Sala kommun,20,2014-10-15,46,11,,57,,
Sala kommun,20,2014-10-16,47,12,,59,,
Sala kommun,20,2014-10-17,41,11,,52,,
Sala kommun,20,2014-10-18,,,,,,
Sala kommun,20,2014-10-19,,,,,,
Sala kommun,20,2014-10-20,45,10,,55,,
Sala kommun,20,2014-10-21,47,12,,59,,
Sala kommun,20,2014-10-22,48,11,,59,,
Sala kommun,20,2014-10-23,47,11,,58,,
Sala kommun,20,2014-10-24,44,11,,55,,
Sala kommun,20,2014-10-25,,,,,,
Sala kommun,20,2014-10-26,,,,,,
Sala kommun,20,2014-10-27,39,9,,48,,
Sala kommun,20,2014-10-28,39,10,,49,,
Sala kommun,20,2014-10-29,29,9,,38,,
Sala kommun,20,2014-10-30,27,8,,35,,
Sala kommun,20,2014-10-31,24,7,,31,,
Sala kommun,20,2014-11-01,,,,,,
Sala kommun,20,2014-11-02,,,,,,
Sala kommun,20,2014-11-03,45,10,,55,,
Sala kommun,20,2014-11-04,49,10,,59,,
Sala kommun,20,2014-11-05,45,12,,57,,
Sala kommun,20,2014-11-06,44,12,,56,,
Sala kommun,20,2014-11-07,38,10,,48,,
Sala kommun,20,2014-11-08,,,,,,
Sala kommun,20,2014-11-09,,,,,,
Sala kommun,20,2014-11-10,44,10,,54,,
Sala kommun,20,2014-11-11,47,11,,58,,
Sala kommun,20,2014-11-12,47,12,,59,,
Sala kommun,20,2014-11-13,43,12,,55,,
Sala kommun,20,2014-11-14,40,11,,51,,
Sala kommun,20,2014-11-15,,,,,,
Sala kommun,20,2014-11-16,,,,,,
Sala kommun,20,2014-11-17,46,13,,59,,
Sala kommun,20,2014-11-18,42,13,,55,,
Sala kommun,20,2014-11-19,46,13,,59,,
Sala kommun,20,2014-11-20,41,12,,53,,
Sala kommun,20,2014-11-21,36,13,,49,,
Sala kommun,20,2014-11-22,,,,,,
Sala kommun,20,2014-11-23,,,,,,
Sala kommun,20,2014-11-24,43,15,,58,,
Sala kommun,20,2014-11-25,43,15,,58,,
Sala kommun,20,2014-11-26,49,14,,63,,
Sala kommun,20,2014-11-27,46,13,,59,,
Sala kommun,20,2014-11-28,43,14,,57,,
Sala kommun,20,2014-11-29,,,,,,
Sala kommun,20,2014-11-30,,,,,,
Sala kommun,20,2014-12-01,47,13,,60,,
Sala kommun,20,2014-12-02,49,13,,62,,
Sala kommun,20,2014-12-03,46,12,,58,,
Sala kommun,20,2014-12-04,44,13,,57,,
Sala kommun,20,2014-12-05,,,,,,
Sala kommun,20,2014-12-06,,,,,,
Sala kommun,20,2014-12-07,,,,,,
Sala kommun,20,2014-12-08,48,14,,62,,
Sala kommun,20,2014-12-09,46,11,,57,,
Sala kommun,20,2014-12-10,41,13,,54,,
Sala kommun,20,2014-12-11,44,12,,56,,
Sala kommun,20,2014-12-12,38,12,,50,,
Sala kommun,20,2014-12-13,,,,,,
Sala kommun,20,2014-12-14,,,,,,
Sala kommun,20,2014-12-15,47,10,,57,,
Sala kommun,20,2014-12-16,46,10,,56,,
Sala kommun,20,2014-12-17,47,10,,57,,
Sala kommun,20,2014-12-18,42,9,,51,,
Sala kommun,20,2014-12-19,41,10,,51,,
Sala kommun,20,2014-12-20,,,,,,
Sala kommun,20,2014-12-21,,,,,,
Sala kommun,20,2014-12-22,11,6,,17,,
Sala kommun,20,2014-12-23,5,5,,10,,
Sala kommun,20,2014-12-24,,,,,,
Sala kommun,20,2014-12-25,,,,,,
Sala kommun,20,2014-12-26,,,,,,
Sala kommun,20,2014-12-27,,,,,,
Sala kommun,20,2014-12-28,,,,,,
Sala kommun,20,2014-12-29,,,,,,
Sala kommun,20,2014-12-30,,,,,,
Sala kommun,20,2014-12-31,,,,,,
Sala kommun,20,2015-01-01,,,,,,
Sala kommun,20,2015-01-02,4,2,,6,,
Sala kommun,20,2015-01-03,,,,,,
Sala kommun,20,2015-01-04,,,,,,
Sala kommun,20,2015-01-05,8,5,,13,,
Sala kommun,20,2015-01-06,,,,,,
Sala kommun,20,2015-01-07,28,6,,34,,
Sala kommun,20,2015-01-08,49,10,,59,,
Sala kommun,20,2015-01-09,42,10,,52,,
Sala kommun,20,2015-01-10,,,,,,
Sala kommun,20,2015-01-11,,,,,,
Sala kommun,20,2015-01-12,49,10,,59,,
Sala kommun,20,2015-01-13,44,11,,55,,
Sala kommun,20,2015-01-14,50,10,,60,,
Sala kommun,20,2015-01-15,45,10,,55,,
Sala kommun,20,2015-01-16,43,11,,54,,
Sala kommun,20,2015-01-17,,,,,,
Sala kommun,20,2015-01-18,,,,,,
Sala kommun,20,2015-01-19,45,10,,55,,
Sala kommun,20,2015-01-20,50,11,,61,,
Sala kommun,20,2015-01-21,44,11,,55,,
Sala kommun,20,2015-01-22,40,11,,51,,
Sala kommun,20,2015-01-23,39,10,,49,,
Sala kommun,20,2015-01-24,,,,,,
Sala kommun,20,2015-01-25,,,,,,
Sala kommun,20,2015-01-26,39,10,,49,,
Sala kommun,20,2015-01-27,51,12,,63,,
Sala kommun,20,2015-01-28,37,11,,48,,
Sala kommun,20,2015-01-29,45,10,,55,,
Sala kommun,20,2015-01-30,43,10,,53,,
Sala kommun,20,2015-01-31,,,,,,
Sala kommun,20,2015-02-01,,,,,,
Sala kommun,20,2015-02-02,43,11,,54,,
Sala kommun,20,2015-02-03,45,11,,56,,
Sala kommun,20,2015-02-04,44,11,,55,,
Sala kommun,20,2015-02-05,44,11,,55,,
Sala kommun,20,2015-02-06,40,11,,51,,
Sala kommun,20,2015-02-07,,,,,,
Sala kommun,20,2015-02-08,,,,,,
Sala kommun,20,2015-02-09,37,12,,49,,
Sala kommun,20,2015-02-10,45,12,,57,,
Sala kommun,20,2015-02-11,40,13,,53,,
Sala kommun,20,2015-02-12,42,12,,54,,
Sala kommun,20,2015-02-13,38,11,,49,,
Sala kommun,20,2015-02-14,,,,,,
Sala kommun,20,2015-02-15,,,,,,
Sala kommun,20,2015-02-16,42,11,,53,,
Sala kommun,20,2015-02-17,42,11,,53,,
Sala kommun,20,2015-02-18,40,11,,51,,
Sala kommun,20,2015-02-19,41,12,,53,,
Sala kommun,20,2015-02-20,35,11,,46,,
Sala kommun,20,2015-02-21,,,,,,
Sala kommun,20,2015-02-22,,,,,,
Sala kommun,20,2015-02-23,34,9,,43,,
Sala kommun,20,2015-02-24,27,8,,35,,
Sala kommun,20,2015-02-25,26,9,,35,,
Sala kommun,20,2015-02-26,24,9,,33,,
Sala kommun,20,2015-02-27,19,10,,29,,
Sala kommun,20,2015-02-28,,,,,,
Sala kommun,20,2015-03-01,,,,,,
Sala kommun,20,2015-03-02,42,10,,52,,
Sala kommun,20,2015-03-03,42,11,,53,,
Sala kommun,20,2015-03-04,40,12,,52,,
Sala kommun,20,2015-03-05,37,11,,48,,
Sala kommun,20,2015-03-06,42,11,,53,,
Sala kommun,20,2015-03-07,,,,,,
Sala kommun,20,2015-03-08,,,,,,
Sala kommun,20,2015-03-09,45,11,,56,,
Sala kommun,20,2015-03-10,41,11,,52,,
Sala kommun,20,2015-03-11,45,12,,57,,
Sala kommun,20,2015-03-12,44,11,,55,,
Sala kommun,20,2015-03-13,41,11,,52,,
Sala kommun,20,2015-03-14,,,,,,
Sala kommun,20,2015-03-15,,,,,,
Sala kommun,20,2015-03-16,46,11,,57,,
Sala kommun,20,2015-03-17,45,12,,57,,
Sala kommun,20,2015-03-18,45,13,,58,,
Sala kommun,20,2015-03-19,42,12,,54,,
Sala kommun,20,2015-03-20,36,12,,48,,
Sala kommun,20,2015-03-21,,,,,,
Sala kommun,20,2015-03-22,,,,,,
Sala kommun,20,2015-03-23,47,11,,58,,
Sala kommun,20,2015-03-24,46,12,,58,,
Sala kommun,20,2015-03-25,49,10,,59,,
Sala kommun,20,2015-03-26,39,13,,52,,
Sala kommun,20,2015-03-27,29,13,,42,,
Sala kommun,20,2015-03-28,,,,,,
Sala kommun,20,2015-03-29,,,,,,
Sala kommun,20,2015-03-30,41,11,,52,,
Sala kommun,20,2015-03-31,44,11,,55,,
Sala kommun,20,2015-04-01,44,11,,55,,
Sala kommun,20,2015-04-02,40,11,,51,,
Sala kommun,20,2015-04-03,,,,,,
Sala kommun,20,2015-04-04,,,,,,
Sala kommun,20,2015-04-05,,,,,,
Sala kommun,20,2015-04-06,,,,,,
Sala kommun,20,2015-04-07,27,5,,32,,
Sala kommun,20,2015-04-08,20,8,,28,,
Sala kommun,20,2015-04-09,21,8,,29,,
Sala kommun,20,2015-04-10,25,8,,33,,
Sala kommun,20,2015-04-11,,,,,,
Sala kommun,20,2015-04-12,,,,,,
Sala kommun,20,2015-04-13,43,12,,55,,
Sala kommun,20,2015-04-14,42,11,,53,,
Sala kommun,20,2015-04-15,46,11,,57,,
Sala kommun,20,2015-04-16,44,11,,55,,
Sala kommun,20,2015-04-17,32,11,,43,,
Sala kommun,20,2015-04-18,,,,,,
Sala kommun,20,2015-04-19,,,,,,
Sala kommun,20,2015-04-20,40,11,,51,,
Sala kommun,20,2015-04-21,45,11,,56,,
Sala kommun,20,2015-04-22,41,11,,52,,
Sala kommun,20,2015-04-23,40,11,,51,,
Sala kommun,20,2015-04-24,37,11,,48,,
Sala kommun,20,2015-04-25,,,,,,
Sala kommun,20,2015-04-26,,,,,,
Sala kommun,20,2015-04-27,44,11,,55,,
Sala kommun,20,2015-04-28,45,11,,56,,
Sala kommun,20,2015-04-29,45,11,,56,,
Sala kommun,20,2015-04-30,42,11,,53,,
Sala kommun,20,2015-05-01,,,,,,
Sala kommun,20,2015-05-02,,,,,,
Sala kommun,20,2015-05-03,,,,,,
Sala kommun,20,2015-05-04,44,12,,56,,
Sala kommun,20,2015-05-05,41,11,,52,,
Sala kommun,20,2015-05-06,44,11,,55,,
Sala kommun,20,2015-05-07,43,11,,54,,
Sala kommun,20,2015-05-08,37,12,,49,,
Sala kommun,20,2015-05-09,,,,,,
Sala kommun,20,2015-05-10,,,,,,
Sala kommun,20,2015-05-11,41,11,,52,,
Sala kommun,20,2015-05-12,44,11,,55,,
Sala kommun,20,2015-05-13,42,12,,54,,
Sala kommun,20,2015-05-14,,,,,,
Sala kommun,20,2015-05-15,17,5,,22,,
Sala kommun,20,2015-05-16,,,,,,
Sala kommun,20,2015-05-17,,,,,,
Sala kommun,20,2015-05-18,44,11,,55,,
Sala kommun,20,2015-05-19,41,11,,52,,
Sala kommun,20,2015-05-20,47,11,,58,,
Sala kommun,20,2015-05-21,48,12,,60,,
Sala kommun,20,2015-05-22,36,11,,47,,
Sala kommun,20,2015-05-23,,,,,,
Sala kommun,20,2015-05-24,,,,,,
Sala kommun,20,2015-05-25,37,12,,49,,
Sala kommun,20,2015-05-26,35,12,,47,,
Sala kommun,20,2015-05-27,42,12,,54,,
Sala kommun,20,2015-05-28,0,8,,8,,
Sala kommun,20,2015-05-29,,,,,,
Sala kommun,20,2015-05-30,,,,,,
Sala kommun,20,2015-05-31,,,,,,
Sala kommun,20,2015-06-01,43,12,,55,,
Sala kommun,20,2015-06-02,44,12,,56,,
Sala kommun,20,2015-06-03,47,12,,59,,
Sala kommun,20,2015-06-04,41,12,,53,,
Sala kommun,20,2015-06-05,40,12,,52,,
Sala kommun,20,2015-06-06,,,,,,
Sala kommun,20,2015-06-07,,,,,,
Sala kommun,20,2015-06-08,44,12,,56,,
Sala kommun,20,2015-06-09,42,12,,54,,
Sala kommun,20,2015-06-10,40,12,,52,,
Sala kommun,20,2015-06-11,34,10,,44,,
Sala kommun,20,2015-06-12,20,11,,31,,
Sala kommun,20,2015-06-13,,,,,,
Sala kommun,20,2015-06-14,,,,,,
Sala kommun,20,2015-06-15,31,9,,40,,
Sala kommun,20,2015-06-16,29,9,,38,,
Sala kommun,20,2015-06-17,26,8,,34,,
Sala kommun,20,2015-06-18,30,8,,38,,
Sala kommun,20,2015-06-19,,,,,,
Sala kommun,20,2015-06-20,,,,,,
Sala kommun,20,2015-06-21,,,,,,
Sala kommun,20,2015-06-22,28,9,,37,,
Sala kommun,20,2015-06-23,25,9,,34,,
Sala kommun,20,2015-06-24,20,6,,26,,
Sala kommun,20,2015-06-25,21,6,,27,,
Sala kommun,20,2015-06-26,19,8,,27,,
Sala kommun,20,2015-06-27,,,,,,
Sala kommun,20,2015-06-28,,,,,,
Sala kommun,20,2015-06-29,22,8,,30,,
Sala kommun,20,2015-06-30,21,7,,28,,
Sala kommun,20,2015-07-01,18,5,,23,,
Sala kommun,20,2015-07-02,20,5,,25,,
Sala kommun,20,2015-07-03,20,7,,27,,
Sala kommun,20,2015-07-04,,,,,,
Sala kommun,20,2015-07-05,,,,,,
Sala kommun,20,2015-07-06,28,9,,37,,
Sala kommun,20,2015-07-07,30,9,,39,,
Sala kommun,20,2015-07-08,30,10,,40,,
Sala kommun,20,2015-07-09,27,12,,39,,
Sala kommun,20,2015-07-10,26,7,,33,,
Sala kommun,20,2015-07-11,,,,,,
Sala kommun,20,2015-07-12,,,,,,
Sala kommun,20,2015-07-13,31,10,,41,,
Sala kommun,20,2015-07-14,34,10,,44,,
Sala kommun,20,2015-07-15,33,10,,43,,
Sala kommun,20,2015-07-16,33,11,,44,,
Sala kommun,20,2015-07-17,23,10,,33,,
Sala kommun,20,2015-07-18,,,,,,
Sala kommun,20,2015-07-19,,,,,,
Sala kommun,20,2015-07-20,23,8,,31,,
Sala kommun,20,2015-07-21,16,8,,24,,
Sala kommun,20,2015-07-22,22,7,,29,,
Sala kommun,20,2015-07-23,21,8,,29,,
Sala kommun,20,2015-07-24,17,8,,25,,
Sala kommun,20,2015-07-25,,,,,,
Sala kommun,20,2015-07-26,,,,,,
Sala kommun,20,2015-07-27,23,7,,30,,
Sala kommun,20,2015-07-28,16,11,,27,,
Sala kommun,20,2015-07-29,23,9,,32,,
Sala kommun,20,2015-07-30,19,8,,27,,
Sala kommun,20,2015-07-31,16,9,,25,,
Sala kommun,20,2015-08-01,,,,,,
Sala kommun,20,2015-08-02,,,,,,
Sala kommun,20,2015-08-03,9,7,,16,,
Sala kommun,20,2015-08-04,8,7,,15,,
Sala kommun,20,2015-08-05,9,7,,16,,
Sala kommun,20,2015-08-06,9,7,,16,,
Sala kommun,20,2015-08-07,9,6,,15,,
Sala kommun,20,2015-08-08,,,,,,
Sala kommun,20,2015-08-09,,,,,,
Sala kommun,20,2015-08-10,23,9,,32,,
Sala kommun,20,2015-08-11,27,11,,38,,
Sala kommun,20,2015-08-12,30,10,,40,,
Sala kommun,20,2015-08-13,25,11,,36,,
Sala kommun,20,2015-08-14,24,9,,33,,
Sala kommun,20,2015-08-15,,,,,,
